,Rating,Lang,Type,Country,Date,Helpful,translated
1318,5,de,Not Verified,Germany,22/08/2019,4,"The slumbery otter comes with batteries, so you can start right away.It looks very sweet and I look very pleasantly soft despite the electronics. Generally very well processed. Volume can be adjusted. The different functions can be combined. The speaker is very pleasant, no too high tones and also no scratches. The motor is heard during the belly movements, but not as bad as I think. If the motor encounters too high resistance, then everything goes out and it stops.You can also switch it off completely. In the packaging it is attached with a cord and a plastic part, which is removed with a 90 degree rotation. If you put the plastic part back in again sounds are short to hear and then the buttons are without function.I like the slumber otter very well, melody and sounds are pleasant and soothing. The Gösse also fits very well and the condition very simply."
1324,4,de,Not Verified,Germany,25/08/2019,2,"A really great, kleijer Otter, nice as a sleep aid for the baby. Very soft and fluffy, nice to cuddle and an ideal gift for birth. Because if a baby accepts this otter as a sleep aid and uses it, then only the attempt helps. You can not estimate that before. The small otter makes music or sounds, e.g. heartbeat or snoring. The batteries are already inserted and therefore of course included in the scope of delivery. I like the breathing, the belly moves visibly with the breathing, super-sweet. You can expand the battery part well and wash the otter thus well. There is a long, hidden Velcro connector at the back. At the battery compartment you can also make various settings. ZB sleep and snarch sounds, various, light piano music, volume, light and up to 30 minutes running time. A great idea, we like very well. Unfortunately, I have already discovered on this fluffy fur on the 1st view 2 draw threads. For this I pull off 1 star. That should happen with baby toys from the company is also good for older cases."
1326,4,de,Not Verified,Germany,29/08/2019,2,"I immediately fell in love with the little one when I saw him. Although I spent some time with the little one, because I don't let any children sleep here myself, I finally got him. I always have friends with her baby to visit and thought, so I could give the dwarf a more pleasant time here, if we sit longer. The little animal is really very cute, however, with me the picture is much better set in scene, than the original. The good one looks something, as if he had run against a wall. But beside the flat, somewhat wide head, it is still quite inseparable, however. If the content is not there. The electronics can be removed very easily by a Velcro lock in the back and operated. The surrounding body, which therefore represents the otter, is soft and fluffy, but to me almost thin. You feel the content nevertheless very strongly and I have some concerns, if the child would roll on it (to be lucky babies that will be quite rare). Here I would have just wished for some more light, the edges are not clearly the same as well as well as the rest of the rest."
1328,5,de,Not Verified,Germany,25/08/2019,1,"We have ordered this slumber otter from Fisher-Price for our 2nd child. We were still looking for a music box and have definitely found it with this otter. What we noticed first, it is so fluffy and soft. That even our big ones liked it very much. It also looks really cute. It is operated with 4 AA batteries. The otter has different melodies that it can play, you can further adjust whether the baby sounds like a heartbeat, which should hear calm breathing while sleeping or hair dryer noises. The volume is also adjustable, which I like very much, because you have a predetermined volume for most of the playing clocks. You can also adjust at the operating unit whether the otter should glow in the middle and whether it should imitate breathing movements. The operating unit can be easily removed at the back by the Velcro closure and thus the otter wash small. In addition, according to the label you should wash it at low temperature and supposedly even in the dryer at low temperature, you can dry it. However, I would like to throw it into the dryer for safety. Therefore, I can't wash it very clearly."
1330,5,de,Not Verified,Germany,20/08/2019,1,"The otter looks simply cuddly. It has a friendly face, is soft and fluffy and can become the first plush friend for every baby. It is quite expensive, almost forty euros, but the price is quite justified. The otter is not only a simple musical clock that you raise, and then always comes the same melody. It has several different melodies on offer, which can play up to 30 minutes. The volume can be regulated. In addition, the otter gives breath sounds of itself on request, the chest of the stuffed animal lifts and lowers, and also the heartbeat can be made audible. On the belly of the otter a soft, yellowish light shines, which gradually becomes weaker and then runs out. For a baby, the otter therefore looks really real and has a calming effect when falling asleep. The four batteries required are included. The cover of the otter can be washed without ""intments"", so without electronics, well in the machine. I find this plush animal very cute and absolutely suitable for babies as sleeping companions."
1333,5,de,Not Verified,Germany,26/08/2019,1,"The Slommer Otter music box by Fisher-Price is half-open packed in a cardboard box, so it looks like the cuddly animal is lying in a cradle. Nice design. Included in the delivery are 4 AA batteries, through which the music box is operated. The product is clean, unoccupied and does not secrete any odors. The otter combines some functions: It is cuddly toy, music box, light... You can set music, heartbeat and sleep sounds among others, lighting and movement. The keys to adjust are to be operated on the music box itself, for which you open the Velcro at the back of the otter. The little otter appeals. It is cuddly, has a friendly face and a pleasant size. The music box is removable from the inside, so that the otter itself can be washed in the machine. An aspect that is important in my opinion for small children. The product is certainly suitable as a gift."
1335,5,de,Not Verified,Germany,23/08/2019,1,"The little otter is delivered in its cardboard bed. It is made of fluffy, soft material, but rather we look like a teddy (Otter is usually narrower built). The inner life of the otter consists of the actual music box. The otter cover can be removed and also washed. On the back there is the opening, which is secured with a Velcro closure. It is operated with 4 1.5V AA batteries, which are already in place in the device (inner life of the otter). If you look at this music box more closely, you can find back buttons for volume control, a button for 30 minute playing of soothing music, the second button serves to select the piece (nature, background noise, snoring or heartbeat), the third button starts a 10 minute movement (the belly) of the otter – and another button allows the light to shine for 15 minutes, which is shimmering through the small belly. All settings can be set out miraculously by pressing the corresponding button. A user manual in numerous languages is included. Conclusion: I like this soft, sweet otter provides a good touch for the baby."
1340,5,de,Not Verified,Germany,29/08/2019,,"The little otter slumbers with the baby or toddler and it can be programmed by mom or dad in such a way ""that a pressure on the paw print on the belly suffices and the program runs off. You have the choice between melodies or natural sounds or no noise, light or no light, breathing movements or not and can combine everything as you like. The volume can also be regulated. The control element for setting is accessible via a Velcro closure on the back. For the laundry of the otter now and then you can take out this unit and use it again later. That's well explained in the instructions for use. You just have to look for a little bit, because all steps are described in 16 languages - and these are among them. That could certainly have been better marked, e.g. with a country shortcut in front of every text. The paws of the otter are sewn to his chest. Also, I find this a little bit of shame. I personally would have liked a Velcro closure better. The processing is perfect and the material of high quality. The plush is super softly sweet, but it is also amazingly effectively calms you."
1341,3,de,Not Verified,Germany,17/09/2019,1,"I find it really amazing how real this otter can breathe. My son (15 months) unfortunately also because he is afraid of him. He needs quite a long time to fall asleep and then I wanted to test if the otter helps him. In fact, he has fallen asleep two times when the part was lying on his belly while he was cuddled in my arm. However, he has got caught up in it and surrounded him directly awake and cried. If it is in his bed, he turns away from it. During the day he does not touch the thing and makes a big bow around it. So it is not suitable for him. What I like is that you can wash the animal. I don't like that it is not suitable for cuddling because of the large, hard plastic part because it is too hard. I still like the idea well, but it is not useful if the child does not accept it."
1342,5,de,Not Verified,Germany,3/9/2019,1,"It is rated: Fisher-Price FXC66 - Slommer Otter music box made of plush soothing music, light and breathing movements, sleeping aid for babies, from birth delivery perfect 2 days before my niece was born. Very practical, you can remove the electronics inside and wash the part (I recommend everyone with newborn ones). Otherwise, the otter is a great companion for babies. You can play different volumes and music pieces. Also, the belly glows and moves. Great gift and I can only recommend."
1351,5,de,Not Verified,Germany,11/10/2019,1,"The bad otter from Fisher-Price is the perfect companion for our baby and a perfect cuddly toy for our baby. Someone has thought about it and studied babies. Great! From the front a soft cuddly toy with great functions that can be adjusted from behind (solid body) differently. With the melodies several different songs sound one after the other and especially in a pleasant way of sound. The light function is muted and also the rehearsed noise from the mother's womb calms our baby. Absolute purchase recommendation, our little one loves it."
1355,5,de,Not Verified,Germany,27/08/2019,1,"The daughter of my boss has just become a mom, so I ordered this music box for her. The fur is pleasantly soft and odorless. Previous washing was indestructible. electronic out, washing, electronics in. Folds great. The songs are pleasantly lulling, the lifting and lowering of the belly feel babies safe as pleasant.Conclusion: Mama satisfied, baby peeked at the beginning still spartan, but has accepted the music box and sleeps well with it."
1362,5,de,Not Verified,Germany,29/08/2019,,"In fact, I fall asleep like a baby when the otter makes his cute breath sounds in bed next to me. The plush animal not only looks heart-like, it also offers many possibilities to make the falling asleep sounds according to my own preferences. Music, breath sounds, two different types of heartbeat, white noise (which actually sounds more like a vacuum cleaner), with or without light or breathing movements; everything can be adjusted by pressing a button when the otter is opened at the back of the Velcro closure. The electronics can also be completely removed to wash the otter in the machine if necessary. Only when closing it has to be taken care not to accidentally press one of the buttons, otherwise the desired attitude is gone again. Personally, however, the engine noise when lifting and lowering the belly is less disturbing to me than the fact that the breathing noises, if activated, are not synchronous to the movements."
1363,5,de,Not Verified,Germany,14/09/2019,1,"I gave it to her and since then I haven't got it back. She cuddles him every morning and takes him to bed every night. The music, sounds and movements are ideal for falling asleep, even if she didn't turn him on in bed. He's lying so wrong with her – that's enough for her. The otter is very well processed and really very cute. I think it's a great gift. He's super cuddly and fluffy. I'm thrilled and my daughter loves him!"
1369,5,de,Not Verified,Germany,25/08/2019,,"Our little one was already able to calm down as an infant from the ""baby noise app"", but a mobile phone is probably not the right sleeper for a baby. The otter can play various soothing sounds or, falling asleep music - the volume can be individually adjusted. Optionally it moves his bellies up and down, which shines as desired. The slumber otter is super soft, does not smell like plastic and is the perfect sleeping companion. To this end, it is gender-neutrally designed and is delivered into his own small bed. Even if it is only about the packaging, the idea to melt there is. Our little one loves to sleep in with his new friend and even forgets his pacifier from time to time. Everyone who is looking for a music box will not regret this purchase."
1372,5,de,Not Verified,Germany,23/09/2019,,"Babies and small children need closeness and security. But since parents can't always lie with the child for hours, this little otter is just the right thing! Otti is super soft and cuddly - other cuddly animals can certainly do that, but Otti moves when he breathes. In addition, he can calm the child with beautiful melodies. However, the sounds are particularly familiar to the baby. Otti can play a baby heart tone, but also that of Mommy. Or he makes typical breathing sounds... Also a pleasant light can let Otti shine in his belly. All this calms the child and it sleeps quickly and well. The ideal little friend and also a great gift to young parents."
1375,5,de,Not Verified,Germany,9/9/2019,1,"So the workmanship is really very good. Also the design is very sweet kept. I personally took out the electronics, because this is a bit too clunky and hard. However, the idea that when playing the music, also the bellies of the otter moves along is very nice from the principle.Overall full score, because you can easily take out the electronic inner life, which is then also practically meant to clean the otter. Super solved."
1376,5,de,Not Verified,Germany,19/08/2019,1,A very magical music box is that. Win a cuteness price with me! Important for me: you can adjust the volume well. The viper makes different sounds like heart palpitations and soothing melodies. It is very fluffy-soft and shines also in color - but not too much. Everything is individually adjustable. The electronics are removable and the viper is washable. Cute! Cute! Cute!
1378,5,de,Not Verified,Germany,15/01/2020,,The otter looks high-quality. Very valuable workmanship and a cuddly soft material. Its movements and the moderate volume make it a nice baby single holder.A beautiful baby gift.
1544,5,de,Verified,Germany,12/7/2019,9,"We were looking for a music box and came across this sweet otter here. You can play different songs, make loud and quiet, set sneeze noises, heart palpitations and a night light. Pro: + great music box + soft and cuddly + sweet design + gender neutral + sneezing sounds + heart palpitations + makes rhythmic movements + different slumber songs + night light + easy to use + single units can be played or everything can be easily removed at the same time + soothing + electronics and thus washing machines suitable + loud and quiet adjustable Contra: - motor when ""heart palpitation"" clearly heard Would I buy again at any time, highly recommended."
74,5,fr,Verified,France,13/03/2020,41,"Magic! Our 4-month-old son hardly slept, neither day nor night. To the point that the crib threatened not to keep him. We had tried several dudous, no help was given. The otter was adopted from the start. Our baby was turning her head towards her, and her head was held up by the plush. The noises are very soothing. Personally I use the heartbeat, my baby loves. The noise that mimics a breath is very well as well, and another noise mimics the sounds in utero, very useful I think for a new baby. As soon as it turned well our son started to take the otter in his arms as soon as he was lying in his cradle. I see three negative points. - the tissue of the teddy is not oeko tex, I advise to wash it before giving it to baby. - the nightlight is a little too powerful, especially if baby keeps his face all against the otter. - it would be very useful to add this noise to the baby. Nevertheless, it would be impossible to add a remote control, because sometimes we would like to change the mode of giving it to a little otickness."
76,3,fr,Verified,France,14/10/2019,40,"I have received this little otter for my daughter, but I have a problem I can't adjust the plush..I have changed the batteries as indicated, once I press on the belly of the otter she makes music and swells her belly 30 seconds and stops..Maybe someone will have a solution?Thank you in advance"
77,5,fr,Verified,France,15/09/2019,30,"This little otter is just adorable! All soft despite the mechanism it holds, this little otter has an undeniable calming power thanks to its belly that swells and lowers as if it breathed, to the sounds it emits (especially a slight snoring or heartbeat), and to the sweet starlight on its belly. My daughter (who is not a baby - while the otter addresses the toddlers a priori) has difficulty calming down and falling asleep: she fell asleep in 5 minutes with her little otter in her arms! Absolutely delighted with my purchase."
82,4,fr,Verified,France,10/8/2020,19,"Purchase made for my daughter for 6 months and 3 weeks. I wanted to try to gradually make her autonomous. It's only been a few days that she has but she manages to be calmer at night and more patient, to see in the future if he does his job well! The only bemole I find her: we feel too much the box."
86,5,fr,Verified,France,27/12/2019,11,"You will be thanked, by the full wonder of your child's face, at the moment of discovering his plush! She is really cracking this plush! My 3-year-old son has made a huge hug to him as soon as he has had it in his hands! I too!!! The breathing mechanism is extremely well made, it is very soothing. The light emanating from the belly is very soft and felty, because it passes through the coat of the pestiole. And once you have tightened in your arms you can't see it anymore. The musics are very soothing, the volume adjustment is top, you can fall down as it pleases. This allows the child to activate his doudou during the night without disturbing those who sleep next door. The noise of the mechanism is barely audible, with its almost minimum and teddy closed. I haven't studied too much the other functions (cardio, in utero,...) but already those used and the reaction of my son, which in addition is not at all the fan of the teds, allows me to put this little note to the best possible!"
88,3,fr,Verified,France,26/11/2019,14,"The description of this plush has sold of the dream, and unfortunately I have been very on it It is not at all convenient to use. To change mode(musical to white noise) you have to unscratch the opening behind, it is the same to increase or decrease the volume and intensity of the brightness. The sound or imitation of snoring, the sound of the mechanism is not pleasant. For the texture it does not have to say anything again, it is very soft to the touch."
89,2,fr,Verified,France,30/06/2020,10,"The plush is much less cute than on the photos (big head) and is too heavy for a baby. The box inside is very large. The motor of the ""snoring"" makes a lot of noise, especially if you put the rest of the sounds not strong. To change the noises, you have to open the back of the plush each time, which is not practical. The only positive point in my opinion is that the sounds, melodies are pleasant and well adjustable in volume. I had heard good opinions about this plush but I am very disappointed. And I cannot return it once opened, given how you have to open the cardboard to access it. Very bad..."
90,4,fr,Verified,France,12/7/2020,12,"Very good product! My daughter and I are conquered! Sweet, super adorable puppy, the sounds and music are great. Breathing on the belly makes all the difference, it's very appreciative. Only flat, having to open the scratch to change the music... But I recommend!"
94,5,fr,Verified,Canada,10/1/2020,7,"So cute!!!Every soft, beautiful size to hold in the arms or be next to baby. There are several possible combinations with the 4 buttons (light, music, breathing movement, sounds) plus two volume buttons (about 4-5 levels of sound).Excellent purchase, we don't regret it!"
118,2,fr,Verified,Canada,12/1/2020,5,"It stops constantly due to a resistance of the fabric that covers the button on/off. It is really tiring. Otherwise, pretty, soft and its adjustable."
120,5,fr,Verified,France,16/09/2020,2,"I bought this otter all mimi for my newborn. In the end, it's my 21-month-old daughter who stole it. She's not going to sleep without her blanket, her doudo AND her otter. The little bemol of this otter, it's only that it works with batteries. So you have to change these at regular intervals (everything depends on the frequency of use of the device, we just changed the batteries of ours, so it lasted about two months). The otter can emit a number of distinct noises (small snoring, heart noises, white noises, uterus noise, etc.). You can only choose one type of noise at a time. It's necessary to do this, open the back of the otter. It's not excessively laborious, but it's not an operation that you're going to perform every 10 minutes either. The belly of the otter can lighten up to act as a watchmaker. It's an enormous problem, it's enough to open up the back of the otter. It's not enough to make up the otter, it's not enough to make up the otter. It's not enough to make up the otter, it's not to make up the otter. It's not enough to make up the otter to make up the otter to make sure otters not to keep the otters not to make it't the otter, it's an opt to make it's an opt, it's an opt to make sure opt for oint't ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot ot"
127,4,fr,Verified,France,16/12/2020,3,"Very cute otter and really VERY soft 的 You have to remove a Scratch to change the programs (breathing noise, light, music, fan, belly movement) and change the volumes associated with all these programs. Too bad that there is a mechanical noise when the otter moves the belly, it doesn't at all make natural breath of the blow.. The program goes off itself, so convenient to help a baby fall asleep. Nice ideas but didn't work for my 11-month-old son, though I recommend it anyway "
203,5,fr,Verified,Canada,8/11/2020,,"At first I thought it was a little expensive and when I got it, I realized it was worth it. It's not just a little bit of music. It's machine washable and very soft. You can choose several options like the moving belly, the noise of snoring, heartbeat, light... There's no doubt that baby will appreciate it."
268,1,fr,Verified,France,7/2/2020,4,"Very disappointed with this product. Immediately delivered, first bad surprise, the product was not new. Then, when starting it, it stops after 3 or 4 seconds and the sounds are accompanied by a fairly pronounced mechanical noise."
288,5,fr,Verified,France,25/10/2019,6,Super plush very soft and very pretty!Don't make too much noise but sometimes starts working alone!
299,2,fr,Verified,France,21/11/2020,2,"Very cute tweezers, light and soft music. Negative points: - it is impossible to use also duvet because it is very heavy because of the box inside, - it is necessary to remove the scratch each time to adjust the teddy So it serves as decoration in the bed of my son..."
311,5,fr,Verified,France,1/11/2019,2,"We couldn't hope better..a real wonder! Sweet, top music and in addition her little light on her little belly that waves at every snoring is just to crack..And the bonus is that it also works for dad and mom..hyper relaxing.."
348,5,fr,Verified,France,18/08/2019,4,Super beautiful plush that liked parents a lotVery easy to washMusic and white sounds perfect on the other hand the movement of the belly is quite noisy to see with the baby
362,5,fr,Verified,Canada,27/08/2020,,"My four-month-old baby loves this toy, while crying he calms instantly when I put it close to him! It's magic this toy!"
384,5,fr,Verified,France,4/9/2020,,"I am delighted with this purchase! Article conforming to the description. Fully machine washable (once the electric case is removed), several options available, possibility to combine music (or white noises) with breathing motion and soft light. About 30 minutes of operation for music (or white noises: fan, intrauterine noise, heartbeat, or breath noise to choose from), and about 15 minutes for light and motion. My little last sleeps easily since my purchase! I recommend!"
388,1,fr,Verified,Canada,14/05/2020,,The toy stopped working after 1 week. We even bought batteries in case or but the toy just doesn't want to walk anymore.
404,1,fr,Verified,France,27/02/2020,1,"I was not able to test the white noises and the breathing mode.Whatever happens, the plush is too hard on the belly, which is normal since it houses the whole sound system.I'm glad to see what it was like to see the praises I had. But glad to have returned it too!"
405,5,fr,Verified,France,17/01/2020,1,"I use it every night to help my baby fall asleep. The soft light and sell it that swells and then deflates comfort baby. I like the melodies included that are very soft and of quality and I find that the white sounds are top! Depending on the evenings, baby falls asleep at the soft sound of the otter's breath or the sound of the melodies."
413,1,fr,Verified,France,16/01/2020,2,"Very disappointed, I loved this little otter, everything was pleasant until its disfunction after a week, the breathing mechanism stopped after a few seconds, after a quick exchange, the second otter was even more malfunctioning. I had to ask for a refund. This product is not to the point despite the good idea. Too bad my 6-month-old son loved him..."
434,3,fr,Verified,France,8/3/2020,1,"The product itself is top, the sounds too, the plush is soft, my 6-month-old flea loves it... she falls asleep with it.After a few days of use, the sound stops after a few seconds and the heartbeat stops... for the price I'm disappointed! She wasn't well studied. Tribute... obliged to contact the brand's VAS... it's my chip that is disappointed..."
438,1,fr,Verified,Canada,15/06/2020,,Very disappointed. The article no longer works after 1 month of use.Damage because the music was relaxing vrm for baby.
471,2,fr,Verified,France,2/2/2021,,"I offered this plush to my daughter when she was two years old because she had difficulty falling asleep on her own. Positive: Sweet, cute, nice music Negative: -Hard - makes a funny noise in breathing mode (you hear the mechanism that moves the belly) - stops constantly when you cuddle it because the child necessarily presses the button when he holds it in his arms - to change the mode you have to open the back; it is painful and difficult for the little -fragile. After a year it does not work anymore. - doesn't make it easy to fall asleep, no more than another simple doudo. Too bad!"
484,4,fr,Verified,France,6/1/2020,2,"I'm crazy about this article. That allows my daughter to fall asleep alone in a restless way and that overnight.Only a little hick: when my daughter serves the otter against her, it turns her off. You have to press the button to start again..."
495,5,fr,Verified,France,8/11/2019,2,Very pretty puppy but especially the white noise is really perfect. Not aggressive in the ears of the parents and appease/endort baby systematically. I strongly recommend it for babies who need the white noise to fall asleep
512,5,fr,Verified,France,31/10/2020,1,"The product is very pleasant, well thought out: the settings are easy, the maintenance is also very cute, my two babies have adopted it. Be careful, for sleep does not work all the time but it helps and it is of course according to the sensitivity of the child."
516,5,fr,Verified,Canada,9/1/2020,,Very soothing music. Very soft. I really love it.
518,5,fr,Verified,France,28/11/2020,,Cettetz plush is top!I regret I didn't buy it before...it's great!! My 2-year-old girl takes it everywhere!! And even she's waiting for this plush that's too mimi!! I could sleep thanks to her! Jen bought plushs but this one is really happy because she can bring a lot! Bravo to the inventor who has in turn understood to the kids 
523,5,fr,Verified,France,30/12/2019,1,"This otter saved the naps and nights of our 3-month-old baby!Thanks to her, baby is soothed and sleepy more easily. The musics are soft and pleasant (unlike many night-sighted..).There are lots of soothing noises: breathing, heartbeat, white noises, etc. On the other hand I find that the breathing movement is useless, the noise is enough.I highly recommend!!"
536,5,fr,Verified,France,25/12/2019,1,My little daughter Léa 'three months) seemed to be very fond of her otter. She stayed for the first time for a long time listening to the heart beats by looking with her head to cuddle with. Good product to test over a long term. The medium term seems to work well since the parents tell me it's top to sleep or sleep her back.
548,4,fr,Verified,France,15/01/2020,1,"Very pretty, her belly swells under soft music so that it reminds the baby of mom's breathing.Despite that our daughter does not hang at all..Maybe she is an exception? difficult to judge but it remains a beautiful product."
549,4,fr,Verified,France,24/08/2020,2,My 2-month-old daughter adopted it right away! The only drawback is that the batteries will quickly deload it will falsify to invest in rechargeable batteries! Otherwise the case will disassemble easily to allow to mete the otter to wash!
555,5,fr,Verified,France,6/4/2020,1,"All soft, she became the baby's doudo! She saved us with the white noises at the start to calm the tears, with the great advantage of having an adjustable noise. She washes very easily unlike other musical plushs. And she's all cute in addition to the one minus, the sound of the mechanism to mimic the breath but you can disable it very easily (like the light). Perfect!"
566,4,fr,Verified,Canada,9/2/2020,,"Super cute and soft! On the other hand, the otter's breathing mechanism, makes enough noises and sometimes blocks. So, I disable it. Only negative point!"
571,5,fr,Verified,Canada,8/2/2021,,This little animal is very easy to love! Very well made with lots of features.
576,2,fr,Verified,France,14/01/2020,,"The plush is nice but baby constantly comes out the mechanism of the otter's back which is very heavy and when baby throws through the face, it hurts... Plus, sounds of weird mechanisms oar moment, I'm not sure of durability, in short I'm very disappointed with the product, I don't recommend, despite the comments I've been able to read before ordering..."
584,5,fr,Verified,France,2/12/2019,1,"A nice product, at first I had a bit of trouble adjusting the effects, surprising heartbeats. You have to pull out the device whenever you want to change function."
585,5,fr,Verified,France,10/11/2020,1,"I loved this little otter that I offered as birth gifts for my nephew.My sister is delighted with the gift, she found it very beautiful, and loved the features."
591,5,fr,Verified,France,3/2/2021,,"Great for newborns. Companion ideal to be reassured in a cradle... sound of mother's heart, melodies, night watchful and even the belly that moves at the rhythm of breathing. Everything programmed in duration... really great!!Only small defects: a little heavy and need to open on the back to change fashion..."
596,1,fr,Verified,France,29/10/2020,1,"The otter is composed of the clothing that is of poor quality, the body inside is very large, very heavy. The sounds and lights are mediocre."
597,2,fr,Verified,France,30/11/2020,,"Ordered for my 4-month-old son who struggles to sleep.Very disappointed, in order to be able to make the adjustments (volume, light, movements of the belly..) you have to undo a scratch in the back, if baby is sleeping next door, he will necessarily be awakened! Moreover, the mechanism of the movements of the belly makes a lot of noise compared to the volume of the lowest music!The melodies are nice and soothing, but really not practical and poorly thought!"
598,4,fr,Verified,Canada,25/09/2020,,I love music and light but the breathing mechanism broke after only 5 weeks. The rest still works but I'm disappointed ;(
633,5,fr,Verified,France,6/12/2019,1,"It doesn't work all the time for baby, but for parents yes, it's really bluffed by this little otter, even if the volume could be higher. We can drop the stays under the hood to calm baby down."
635,5,fr,Verified,France,21/02/2021,,Bebe was already sleeping well but the sleep was complicated and took up to an hour. From the day we received the otter it was finished in bed with heartbeat and no more a cry unless exceptions obviously when a little sick but really we wouldn't do it anymore
637,5,fr,Verified,Canada,22/07/2020,,Very nice and good product
646,3,fr,Verified,France,5/3/2021,,"Pretty good product, a little disappointed with the weight of the plush with the mechanism otherwise the sound is good.The more negative point is the scratch to have access to the buttons to change music and others that makes a lot of noise.If not sweet, pretty and especially the main one, my daughter loves it..."
647,5,fr,Verified,France,9/11/2020,,This little otter is of an undeniable sweetness! She will no doubt become the best friend of the baby! The music is soothing as well as the breathing movements The advantage is that the otter can be set machine since the electronic part is easily removed
655,5,fr,Verified,France,18/01/2020,2,I bought it for my son following my hummy who no longer fascinated him and this otter is perfect she has several mode of music noise or snoring too cute I put it on snoring for my baby he loves and when he wakes up at night he can re-start it all alone by pressing on his sale I like it a lot
656,5,fr,Verified,France,6/8/2020,1,Hello I am very happy to have ordered this article my grandson he is very happy to have his little Fisher Prince and very good quality baby falls asleep very quickly thanks a lot Amazon
658,5,fr,Verified,Canada,21/11/2020,,Nice appearance
668,4,fr,Verified,Canada,19/01/2021,,A little weird face
676,5,fr,Verified,France,5/3/2020,2,"My daughter has her otter since birth and she's never left her. Today she's 5 months old, and the effectiveness is real. Music, light and snoring soothes her. This otter is great! She even fools dad and mom!"
681,5,fr,Verified,Canada,23/06/2020,,My 9-month-old son is very happy and loves him.
692,5,fr,Verified,Canada,26/12/2019,,super beautiful
698,1,fr,Verified,France,13/07/2020,1,"Idea worthless gift... I do not recommend unfortunately the noise of this nightlight is not at all pleasant, the plush is pretty but it stops the..."
701,5,fr,Verified,France,1/12/2020,,"Always in my baby's bed for the night, white noises or soft music alternating help to calm down and sleep more easily. An integrated timer stops any noise and movement after 15 minutes. Gentle to stick it against her, she likes it! Convenient to sleep her"
705,5,fr,Verified,France,15/01/2020,,"Christmas gift for my 6-month-old daughter Used every day since, she quickly adopted it to sleep in the evening and at nap. I just find that the belly makes a little noise without the music. For now I still haven't changed the batteries good economy."
707,5,fr,Verified,Canada,16/10/2020,,Excellent product bebe loves jai has to buy a second because she loves bcq her otter so easier to have 2 1 for home and the other for day care
720,5,fr,Verified,France,26/12/2019,2,"Purchased for one year of my baby very pleasantly surprised by the quality of the product which is pretty, soft, original level design because there is very few plush otter and especially very complete product unlike bcp other plushs of this kind where the music can often be too strident with bad sounds. Very soothing even near the parents!!"
725,5,fr,Verified,Canada,20/01/2021,,Jadore
731,3,fr,Verified,France,19/12/2020,,"It's a very pretty otter she really does what is marked she is very cute but I'm disappointed because I expected it to be much lighter at last to count her back and hard rigid and heavy, not very pleasant to make her a calin"
733,5,fr,Verified,Canada,11/1/2020,,very good product. of very good quality. And the attention is very good. efficient shipping
734,5,fr,Verified,France,14/12/2020,,"My daughter had always been hard to fall asleep without me standing next to her, was crying, screaming.But thanks to this plush all her behind us. The plush was adopted directly by my 4-month-old daughter, I put her on snoring with the breathing belly and there it was magical! My daughter got stuck against it and fell asleep in less than 2 minutes without crying, without screaming.I recommend it without hesitation. Great product!!"
745,5,fr,Verified,France,9/11/2020,1,My 1-month-old baby spends his days in scarf. As soon as I put him down he's crying. And he only wants Mom. Dad doesn't have any success. I've received his wrestler this morning. He sleeps next to her and he smiles in his sleep. It's a victory. I recommend!! And if it doesn't work for you it's still a pretty cute stuffy who breathes. To see in time.
754,5,fr,Verified,Canada,3/1/2020,,I love it.
757,5,fr,Verified,Canada,20/01/2021,,I have offered for my grandson and he loves soft music and sweet touch a very good purchase recommend without hesitation
760,5,fr,Verified,France,19/01/2021,,"The plush is really beautiful and cute. Baby likes to touch her and listen to the noise she makes. No miracle for now, that's not enough to calm my baby by 6 months when it doesn't go well, he prefers his arms."
764,3,fr,Verified,France,12/11/2020,,"Get it quickly! Packaging to protect the item in the package not top Amazon! The plush be it: there should be more choices, I don't find the otter to my liking, but the choices offered are top so..."
765,5,fr,Verified,France,10/7/2020,,"Very nice plush.Buyed for 2 months old baby but it's too early.She will enjoy it later.Sweet, nice melodies and light that makes like a candle flame.The mechanism doesn't make too much noise."
775,4,fr,Verified,France,5/1/2020,1,"A good purchase, joli design and we want to sleep with even as an adult! the plush looks soothing, but I don't guarantee it works every time..."
777,1,fr,Verified,France,8/4/2020,1,I offered it to my sister and it does not work and impossible to exchange it!!! Super super disappointed!!!
782,5,fr,Verified,Canada,14/10/2020,,"Like pointing out, it's perfect my daughter washes by falling asleep with it every night."
783,5,fr,Verified,France,2/11/2020,,"I use it every day. It's great, beautiful and soft music, soft lighting...just painful to have to open it to lower or increase the sound, or access functions. I had many others that I no longer use."
797,5,fr,Verified,France,30/10/2020,,"This product is adorable by its shape (an otter) and its softness.Simple use, soft little noisy it was subsequently adopted by my 2-year-old son who fell asleep more serenely in the last few days"
805,5,fr,Verified,France,9/1/2021,,"Adorable doudou that offers several options: lullaby, white noises, with or without the ""breathing"", with or without light...Bref pretty doudou and good value for money for a doudou with white noises"
